用户ID,商品名称,购买数量
9527,商品94,5
9527,商品12,3
9527,商品8,10
9527,商品27,6
9527,商品78,7
9527,商品105,5
9527,商品36,6
9527,商品53,1
9528,商品124,8
9529,商品55,6
9529,商品8,3
9529,商品10,9
9529,商品40,9
9529,商品68,6
9529,商品35,10
9529,商品95,2
9530,商品71,9
9530,商品18,10
9531,商品30,2
9531,商品6,2
9531,商品3,10
9532,商品124,3
9533,商品5,2
9533,商品18,10
9533,商品90,3
9533,商品35,1
9533,商品20,7
9533,商品58,5
9534,商品8,9
9534,商品13,2
9534,商品78,5
9534,商品7,9
9534,商品58,6
9534,商品148,5
9534,商品53,2
9535,商品31,8
9535,商品154,9
9535,商品91,3
9535,商品18,8
9535,商品26,6
9536,商品25,4
9536,商品32,8
9536,商品58,6
9537,商品1,2
9537,商品9,8
9537,商品60,2
9537,商品127,6
9538,商品12,6
9538,商品75,5
9539,商品64,2
9539,商品32,8
9539,商品110,10
9539,商品53,3
9540,商品75,9
9540,商品151,8
9540,商品7,7
9541,商品25,9
9542,商品43,5
9542,商品12,3
9542,商品15,10
9542,商品26,6
9543,商品33,4
9544,商品8,3
9544,商品61,1
9544,商品45,6
9544,商品47,9
9544,商品76,6
9545,商品79,2
9546,商品5,7
9546,商品6,3
9546,商品18,10
9546,商品40,7
9546,商品7,5
9546,商品25,6
9546,商品36,1
9547,商品43,6
9547,商品8,10
9547,商品91,4
9547,商品66,9
9547,商品24,10
9547,商品95,6
9548,商品59,2
9549,商品10,10
9549,商品18,10
9549,商品35,10
9550,商品65,4
9551,商品33,8
9552,商品25,3
9553,商品59,10
9553,商品27,9
9553,商品64,2
9553,商品61,9
9553,商品28,8
9553,商品25,10
9554,商品51,6
9554,商品5,6
9554,商品6,10
9554,商品91,5
9554,商品78,2
9554,商品52,7
9555,商品8,4
9555,商品7,10
9556,商品154,9
9556,商品6,2
9556,商品35,4
9556,商品86,4
9557,商品51,7
9557,商品79,8
9557,商品66,3
9557,商品25,4
9557,商品20,9
9558,商品96,4
9559,商品33,2
9559,商品91,10
9559,商品3,5
9559,商品32,4
9560,商品67,9
9560,商品18,1
9560,商品24,9
9560,商品131,7
9560,商品35,1
9560,商品36,9
9561,商品5,5
9561,商品79,2
9562,商品50,6
9563,商品33,2
9563,商品43,2
9563,商品8,1
9563,商品16,2
9563,商品75,8
9564,商品6,3
9564,商品136,5
9565,商品1,8
9565,商品8,1
9565,商品6,2
9565,商品67,10
9565,商品52,10
9565,商品20,9
9565,商品95,10
9565,商品14,4
9565,商品88,5
9566,商品47,5
9566,商品48,4
9567,商品33,1
9567,商品10,9
9567,商品16,2
9568,商品76,3
9569,商品8,10
9569,商品25,9
9569,商品20,3
9570,商品20,6
9571,商品18,7
9571,商品52,2
9572,商品12,7
9573,商品31,5
9573,商品30,6
9573,商品5,3
9573,商品63,4
9573,商品93,2
9573,商品12,9
9573,商品8,8
9573,商品61,4
9573,商品10,1
9573,商品2,2
9573,商品136,6
9574,商品114,5
9574,商品33,9
9574,商品43,8
9574,商品8,3
9574,商品39,3
9574,商品52,5
9574,商品35,6
9575,商品51,1
9575,商品9,9
9575,商品43,8
9575,商品10,3
9575,商品113,5
9575,商品24,2
9575,商品52,4
9575,商品90,3
9575,商品3,2
9575,商品80,5
9575,商品25,2
9575,商品32,2
9575,商品47,2
9575,商品53,2
9576,商品51,1
9576,商品55,5
9576,商品12,5
9576,商品18,3
9576,商品99,2
9576,商品105,2
9576,商品53,8
9577,商品18,9
9578,商品43,6
9578,商品8,3
9578,商品67,8
9578,商品18,10
9578,商品7,6
9578,商品36,7
9579,商品8,10
9579,商品52,7
9579,商品34,6
9580,商品8,8
9580,商品18,9
9581,商品51,10
9581,商品3,4
9581,商品53,8
9582,商品8,6
9582,商品6,10
9583,商品9,5
9584,商品32,8
9584,商品76,6
9584,商品38,8
9585,商品51,1
9585,商品71,5
9585,商品30,5
9585,商品43,2
9585,商品19,5
9585,商品131,3
9585,商品32,7
9586,商品31,4
9586,商品80,4
9586,商品58,3
9586,商品36,3
9587,商品70,6
9587,商品25,10
9587,商品57,4
9588,商品31,9
9588,商品71,8
9588,商品5,1
9588,商品12,5
9588,商品8,3
9588,商品41,5
9588,商品24,3
9588,商品129,8
9588,商品35,7
9588,商品153,10
9588,商品53,8
9589,商品59,1
9589,商品43,3
9590,商品59,4
9590,商品43,5
9590,商品41,1
9590,商品82,8
9590,商品3,6
9591,商品50,3
9591,商品53,5
9592,商品63,4
9592,商品106,4
9592,商品25,10
9593,商品59,7
9594,商品30,7
9594,商品55,7
9594,商品1,8
9594,商品5,6
9594,商品43,8
9594,商品93,4
9594,商品12,8
9594,商品8,9
9594,商品27,1
9594,商品61,8
9594,商品28,8
9594,商品161,4
9595,商品30,3
9595,商品63,4
9595,商品94,2
9595,商品12,8
9595,商品8,6
9595,商品27,8
9595,商品61,1
9595,商品79,4
9595,商品78,4
9595,商品75,2
9595,商品7,1
9595,商品35,5
9595,商品76,10
9595,商品86,6
9595,商品120,8
9595,商品148,6
9596,商品51,10
9596,商品124,7
9596,商品8,6
9596,商品10,8
9596,商品32,7
9596,商品110,2
9596,商品81,3
9597,商品31,3
9597,商品59,5
9597,商品19,8
9597,商品13,10
9598,商品5,1
9598,商品93,9
9598,商品95,2
9599,商品31,1
9599,商品94,5
9600,商品40,10
9601,商品8,8
9602,商品71,10
9602,商品98,7
9602,商品24,4
9602,商品92,4
9602,商品68,1
9602,商品53,2
9603,商品18,4
9604,商品114,1
9605,商品59,10
9605,商品9,5
9605,商品12,7
9605,商品39,7
9605,商品24,2
9605,商品40,1
9605,商品32,4
9605,商品35,1
9606,商品75,6
9606,商品32,7
9606,商品36,7
9607,商品114,6
9607,商品93,9
9607,商品46,1
9608,商品31,9
9608,商品59,1
9608,商品1,4
9608,商品8,4
9608,商品61,1
9608,商品18,5
9608,商品75,3
9608,商品34,7
9608,商品132,6
9608,商品25,3
9608,商品20,1
9609,商品33,5
9609,商品1,1
9609,商品93,9
9609,商品12,10
9609,商品6,9
9609,商品131,5
9609,商品22,3
9610,商品91,9
9610,商品50,8
9610,商品48,4
9611,商品27,6
9611,商品70,1
9612,商品43,7
9612,商品8,9
9612,商品27,7
9612,商品18,3
9612,商品40,7
9612,商品99,2
9612,商品58,10
9613,商品54,2
9614,商品8,9
9614,商品113,4
9614,商品79,6
9615,商品59,2
9615,商品8,3
9615,商品91,7
9615,商品18,8
9615,商品40,1
9615,商品4,9
9615,商品47,1
9615,商品26,5
9615,商品53,2
9616,商品91,2
9616,商品53,3
9617,商品30,8
9617,商品12,10
9617,商品8,4
9617,商品6,6
9617,商品52,2
9617,商品130,1
9617,商品36,8
9618,商品7,9
9619,商品59,2
9619,商品8,7
9619,商品6,6
9619,商品162,7
9619,商品18,2
9619,商品74,3
9619,商品165,7
9620,商品152,3
9620,商品57,5
9621,商品26,1
9622,商品32,4
9623,商品71,7
9623,商品33,3
9623,商品59,9
9623,商品43,9
9623,商品8,10
9623,商品61,4
9623,商品18,2
9623,商品34,2
9623,商品32,5
9623,商品47,7
9623,商品26,9
9623,商品86,7
9623,商品77,3
9623,商品58,8
9624,商品76,9
9624,商品26,4
9625,商品114,3
9625,商品12,6
9625,商品15,6
9625,商品10,5
9625,商品41,4
9625,商品66,7
9625,商品18,3
9625,商品40,2
9625,商品14,2
9625,商品48,7
9626,商品32,6
9627,商品31,8
9627,商品6,5
9627,商品18,8
9628,商品12,10
9628,商品8,5
9628,商品27,8
9629,商品51,1
9629,商品15,6
9629,商品40,8
9629,商品136,1
9629,商品3,8
9630,商品40,5
9630,商品32,8
9631,商品38,10
9631,商品57,3
9632,商品39,5
9632,商品44,4
9632,商品32,7
9632,商品53,3
9633,商品5,8
9633,商品9,10
9633,商品6,9
9634,商品131,2
9634,商品20,8
9635,商品33,9
9635,商品9,10
9635,商品32,9
9636,商品12,2
9636,商品6,7
9636,商品61,8
9636,商品79,4
9636,商品16,10
9636,商品32,10
9636,商品26,6
9636,商品101,3
9636,商品88,5
9637,商品12,3
9637,商品37,8
9637,商品6,2
9637,商品61,9
9637,商品54,7
9638,商品8,3
9638,商品139,7
9638,商品68,3
9638,商品35,3
9638,商品76,10
9638,商品53,10
9639,商品8,2
9640,商品5,4
9640,商品8,5
9640,商品27,2
9640,商品64,2
9640,商品99,3
9640,商品70,5
9640,商品35,2
9640,商品47,7
9641,商品51,10
9642,商品51,5
9642,商品33,8
9642,商品9,3
9642,商品67,6
9642,商品18,4
9642,商品34,9
9643,商品18,7
9643,商品50,1
9643,商品57,3
9644,商品19,1
9644,商品7,6
9645,商品8,10
9646,商品1,4
9646,商品8,3
9646,商品35,3
9646,商品95,3
9646,商品26,2
9647,商品95,9
9647,商品53,1
9648,商品27,9
9649,商品20,4
9649,商品130,5
9649,商品133,8
9650,商品43,5
9650,商品93,1
9650,商品53,7
9651,商品6,7
9651,商品91,5
9651,商品7,1
9651,商品25,3
9651,商品53,6
9652,商品65,4
9653,商品71,10
9653,商品12,1
9654,商品1,10
9654,商品12,7
9654,商品8,9
9654,商品6,8
9654,商品19,1
9654,商品24,7
9654,商品90,6
9654,商品105,5
9654,商品25,4
9654,商品147,9
9654,商品36,7
9655,商品8,3
9655,商品40,9
9656,商品155,3
9657,商品30,7
9657,商品5,1
9657,商品12,6
9657,商品8,7
9657,商品10,10
9657,商品18,10
9657,商品126,8
9657,商品25,5
9657,商品83,7
9657,商品29,2
9658,商品2,8
9658,商品81,2
9659,商品31,10
9659,商品5,3
9659,商品8,2
9659,商品52,7
9659,商品126,5
9659,商品73,3
9659,商品11,5
9659,商品35,4
9659,商品53,6
9660,商品18,1
9660,商品20,2
9661,商品31,2
9661,商品51,6
9661,商品124,8
9661,商品55,5
9661,商品12,6
9661,商品8,9
9661,商品15,7
9661,商品18,7
9661,商品7,2
9661,商品25,3
9662,商品55,10
9662,商品43,1
9662,商品12,1
9662,商品18,4
9662,商品140,1
9662,商品131,10
9662,商品36,5
9663,商品12,9
9663,商品66,3
9663,商品52,6
9663,商品32,4
9663,商品130,3
9663,商品53,5
9664,商品13,8
9664,商品44,5
9665,商品8,9
9666,商品12,7
9667,商品39,4
9667,商品97,1
9668,商品20,1
9669,商品30,5
9669,商品8,10
9669,商品6,7
9669,商品40,3
9670,商品27,9
9670,商品52,3
9670,商品104,10
9670,商品53,2
9671,商品20,2
9672,商品40,6
9673,商品95,4
9674,商品12,3
9674,商品8,8
9674,商品27,6
9674,商品47,5
9674,商品38,6
9674,商品42,4
9674,商品58,10
9675,商品8,5
9675,商品15,8
9675,商品27,7
9675,商品41,4
9675,商品18,7
9675,商品52,1
9675,商品68,2
9675,商品14,1
9676,商品71,1
9676,商品5,4
9676,商品8,8
9676,商品64,1
9676,商品39,4
9676,商品52,2
9676,商品40,3
9676,商品75,2
9676,商品110,9
9676,商品26,6
9677,商品5,8
9677,商品64,9
9677,商品162,9
9677,商品40,9
9677,商品47,10
9677,商品120,4
9678,商品51,3
9678,商品71,9
9678,商品9,3
9678,商品8,8
9678,商品27,9
9678,商品39,6
9678,商品6,8
9678,商品98,10
9679,商品12,9
9679,商品66,4
9680,商品51,10
9680,商品71,10
9680,商品69,10
9680,商品135,5
9681,商品66,4
9681,商品52,3
9681,商品28,4
9681,商品75,1
9681,商品70,4
9681,商品7,9
9681,商品32,7
9681,商品48,2
9681,商品57,10
9681,商品148,5
9682,商品12,6
9683,商品51,3
9683,商品43,2
9683,商品64,3
9683,商品40,8
9683,商品28,7
9683,商品34,9
9683,商品32,3
9683,商品110,3
9684,商品5,9
9684,商品60,7
9684,商品93,5
9684,商品15,5
9684,商品6,8
9684,商品7,1
9684,商品32,9
9684,商品35,10
9684,商品38,8
9685,商品47,9
9685,商品53,5
9686,商品40,1
9686,商品127,2
9687,商品59,10
9687,商品41,4
9687,商品20,4
9688,商品47,4
9688,商品42,4
9689,商品9,9
9689,商品12,8
9689,商品7,1
9690,商品18,10
9691,商品6,6
9691,商品66,9
9691,商品40,9
9692,商品31,1
9692,商品6,6
9692,商品19,7
9692,商品40,6
9692,商品129,8
9692,商品136,1
9692,商品62,9
9692,商品70,6
9692,商品7,6
9692,商品25,3
9693,商品157,2
9693,商品110,8
9694,商品6,10
9694,商品18,1
9694,商品76,8
9695,商品139,5
9696,商品60,10
9697,商品64,7
9697,商品10,9
9697,商品47,9
9698,商品8,4
9698,商品78,8
9698,商品53,7
9699,商品8,5
9700,商品52,1
9700,商品136,6
9701,商品51,10
9701,商品1,8
9701,商品8,2
9702,商品93,10
9702,商品37,10
9702,商品8,6
9702,商品98,2
9702,商品66,8
9702,商品52,9
9702,商品151,7
9702,商品11,8
9702,商品36,5
9702,商品88,2
9703,商品57,7
9704,商品8,4
9705,商品12,4
9705,商品18,9
9706,商品5,3
9706,商品92,1
9706,商品20,8
9706,商品86,4
9707,商品46,10
9708,商品8,6
9708,商品3,4
9709,商品6,2
9709,商品52,2
9709,商品7,9
9710,商品59,1
9710,商品6,10
9710,商品7,9
9711,商品25,1
9711,商品20,1
9712,商品8,1
9713,商品46,6
9714,商品20,3
9714,商品81,5
9715,商品71,3
9715,商品8,4
9715,商品15,4
9715,商品27,5
9715,商品64,8
9715,商品39,2
9715,商品6,6
9715,商品106,5
9715,商品52,2
9715,商品40,6
9715,商品35,6
9715,商品26,6
9715,商品53,5
9716,商品78,3
9716,商品40,7
9716,商品32,6
9716,商品46,2
9717,商品77,6
9717,商品48,9
9718,商品9,9
9718,商品12,2
9718,商品6,8
9718,商品91,4
9718,商品40,2
9718,商品47,1
9718,商品38,6
9719,商品8,3
9719,商品25,9
9719,商品133,10
9719,商品76,1
9720,商品6,3
9721,商品6,8
9722,商品57,4
9722,商品58,6
9723,商品19,4
9723,商品7,6
9723,商品50,8
9723,商品86,6
9723,商品48,5
9724,商品43,4
9724,商品94,4
9724,商品12,2
9724,商品58,4
9724,商品88,2
9725,商品26,4
9726,商品51,10
9726,商品43,6
9726,商品12,7
9726,商品8,2
9726,商品6,1
9726,商品54,9
9726,商品52,7
9726,商品35,3
9727,商品5,10
9727,商品8,10
9727,商品15,1
9727,商品25,4
9727,商品57,7
9727,商品58,9
9728,商品114,3
9728,商品6,5
9728,商品99,3
9729,商品5,5
9729,商品14,1
9729,商品26,3
9730,商品71,9
9730,商品33,5
9730,商品12,1
9730,商品8,7
9730,商品79,6
9730,商品86,10
9731,商品43,8
9731,商品18,2
9731,商品24,7
9731,商品40,1
9731,商品75,6
9731,商品105,1
9731,商品58,3
9732,商品36,9
9733,商品59,2
9733,商品55,8
9733,商品5,2
9733,商品8,10
9733,商品3,10
9733,商品92,7
9733,商品53,8
9734,商品7,6
9734,商品97,9
9735,商品1,2
9735,商品9,4
9735,商品43,10
9735,商品8,5
9735,商品15,6
9735,商品61,9
9735,商品90,5
9735,商品125,4
9735,商品25,1
9735,商品26,10
9736,商品20,6
9736,商品21,3
9736,商品108,3
9736,商品36,6
9737,商品31,6
9737,商品18,10
9737,商品35,1
9738,商品18,9
9739,商品31,3
9739,商品32,6
9740,商品33,1
9741,商品9,6
9741,商品8,6
9741,商品6,8
9741,商品106,5
9741,商品98,8
9741,商品10,5
9741,商品3,5
9741,商品25,5
9741,商品35,3
9741,商品133,7
9741,商品101,3
9742,商品1,1
9742,商品5,2
9742,商品75,4
9743,商品43,10
9743,商品12,6
9743,商品40,5
9743,商品74,10
9744,商品12,9
9744,商品18,9
9744,商品32,1
9744,商品26,5
9745,商品31,4
9745,商品1,3
9745,商品12,4
9745,商品8,3
9745,商品13,8
9745,商品18,1
9745,商品24,6
9745,商品7,8
9745,商品35,9
9745,商品20,5
9745,商品96,1
9746,商品124,1
9746,商品86,4
9747,商品8,2
9747,商品52,1
9747,商品88,1
9748,商品18,7
9748,商品40,4
9748,商品32,3
9749,商品32,3
9749,商品47,3
9750,商品98,2
9751,商品51,10
9751,商品43,7
9751,商品26,4
9752,商品43,5
9752,商品94,4
9752,商品6,8
9752,商品61,3
9752,商品19,7
9752,商品79,5
9752,商品14,5
9753,商品55,1
9753,商品93,1
9753,商品8,4
9753,商品18,7
9753,商品99,8
9754,商品5,3
9754,商品8,7
9754,商品61,2
9754,商品98,1
9754,商品66,4
9754,商品18,4
9754,商品3,3
9754,商品25,7
9754,商品35,6
9755,商品20,7
9756,商品51,5
9756,商品66,10
9756,商品18,9
9756,商品52,8
9757,商品13,4
9757,商品18,9
9757,商品7,4
9757,商品36,7
9758,商品8,4
9758,商品54,2
9758,商品40,1
9758,商品36,7
9759,商品33,9
9760,商品8,1
9761,商品30,1
9761,商品8,4
9761,商品18,10
9761,商品92,8
9761,商品35,3
9761,商品47,9
9761,商品26,6
9761,商品36,2
9762,商品43,4
9763,商品33,10
9763,商品1,3
9763,商品100,2
9764,商品59,5
9765,商品79,3
9765,商品91,10
9765,商品53,5
9766,商品8,10
9766,商品18,3
9766,商品38,2
9767,商品55,1
9767,商品12,3
9767,商品6,10
9767,商品52,5
9767,商品40,8
9767,商品70,3
9767,商品17,9
9767,商品29,1
9768,商品31,4
9768,商品5,2
9768,商品12,4
9768,商品8,9
9768,商品106,7
9768,商品82,9
9768,商品70,4
9768,商品57,2
9768,商品53,1
9769,商品5,1
9769,商品9,5
9769,商品43,2
9769,商品6,5
9769,商品61,10
9769,商品10,3
9769,商品25,8
9769,商品108,3
9769,商品36,5
9770,商品32,2
9771,商品6,6
9771,商品40,6
9772,商品19,4
9772,商品10,6
9772,商品32,5
9772,商品47,4
9773,商品40,3
9773,商品7,4
9773,商品21,4
9773,商品83,8
9773,商品53,5
9774,商品1,3
9774,商品9,3
9774,商品12,6
9774,商品19,4
9774,商品46,1
9775,商品24,9
9776,商品75,10
9776,商品42,8
9777,商品43,1
9777,商品12,10
9777,商品39,1
9777,商品18,6
9777,商品90,5
9778,商品59,8
9778,商品30,10
9778,商品8,5
9778,商品6,5
9778,商品98,1
9778,商品75,3
9779,商品5,8
9779,商品8,7
9779,商品6,7
9779,商品18,9
9779,商品40,7
9779,商品47,2
9780,商品51,6
9780,商品5,6
9780,商品15,3
9780,商品6,7
9780,商品18,3
9780,商品40,1
9780,商品139,5
9780,商品25,7
9780,商品32,3
9780,商品36,2
9781,商品124,1
9781,商品8,3
9781,商品15,9
9781,商品69,2
9781,商品18,9
9782,商品51,7
9782,商品8,3
9782,商品61,7
9782,商品98,6
9782,商品7,7
9783,商品27,10
9783,商品91,3
9783,商品40,8
9783,商品14,1
9783,商品47,2
9783,商品58,10
9784,商品8,6
9784,商品20,6
9785,商品51,2
9785,商品71,3
9785,商品8,5
9785,商品7,7
9785,商品32,6
9785,商品83,7
9786,商品51,2
9786,商品93,4
9786,商品67,4
9786,商品25,10
9786,商品50,1
9787,商品53,2
9788,商品19,4
9788,商品10,10
9788,商品7,3
9788,商品25,9
9789,商品31,2
9789,商品30,6
9789,商品94,7
9789,商品8,5
9789,商品18,3
9790,商品32,9
9790,商品50,1
9791,商品1,2
9791,商品82,6
9791,商品17,9
9791,商品127,4
9792,商品33,4
9792,商品60,1
9792,商品43,6
9792,商品12,10
9792,商品8,7
9792,商品15,3
9792,商品27,8
9792,商品13,6
9792,商品18,1
9792,商品24,2
9792,商品52,5
9792,商品75,2
9792,商品73,5
9792,商品46,4
9792,商品14,5
9793,商品59,5
9793,商品55,1
9793,商品9,2
9793,商品43,4
9793,商品93,5
9793,商品12,4
9793,商品8,10
9793,商品64,9
9793,商品61,8
9793,商品106,10
9793,商品69,10
9793,商品66,1
9793,商品90,5
9793,商品99,7
9793,商品70,9
9793,商品35,6
9793,商品148,2
9794,商品31,8
9794,商品51,8
9794,商品39,9
9794,商品18,9
9794,商品3,10
9795,商品9,10
