商品ID,商品名称,品类
156781,商品9266,品类5
156783,商品9267,品类5
157108,商品9268,品类128
157110,商品9269,品类33
157122,商品9270,品类12
157130,商品9271,品类223
157172,商品9272,品类117
157200,商品9273,品类32
157270,商品9274,品类5
157296,商品9275,品类173
157312,商品9276,品类5
157340,商品9277,品类416
157369,商品9278,品类36
157407,商品9279,品类38
157432,商品9280,品类89
157699,商品9281,品类32
157775,商品9282,品类416
157865,商品9283,品类668
158022,商品9284,品类5
158027,商品9285,品类19
158035,商品9286,品类869
158238,商品9287,品类30
158254,商品9288,品类107
158388,商品9289,品类349
158398,商品9290,品类5
158402,商品9291,品类8
158528,商品9292,品类32
158721,商品9293,品类520
158783,商品9294,品类223
158813,商品9295,品类2
158830,商品9296,品类284
158842,商品9297,品类37
158872,商品9298,品类416
158874,商品9299,品类133
158882,商品9300,品类4
158956,商品9301,品类158
158966,商品9302,品类12
158972,商品9303,品类12
159061,商品9304,品类28
159069,商品9305,品类5
159077,商品9306,品类36
159093,商品9307,品类520
159161,商品9308,品类901
159193,商品9309,品类4
159403,商品9310,品类935
159415,商品9311,品类4
159441,商品9312,品类5
159510,商品9313,品类67
159690,商品9314,品类281
159717,商品9315,品类12
159755,商品9316,品类5
159779,商品9317,品类901
159811,商品9318,品类466
159817,商品9319,品类37
159849,商品9320,品类5
159858,商品9321,品类67
159976,商品9322,品类12
160080,商品9323,品类451
160271,商品9324,品类107
160289,商品9325,品类37
160341,商品9326,品类41
160400,商品9327,品类12
160422,商品9328,品类24
160438,商品9329,品类8
160440,商品9330,品类51
160527,商品9331,品类25
160563,商品9332,品类170
160565,商品9333,品类158
160567,商品9334,品类5
160569,商品9335,品类338
160571,商品9336,品类67
160573,商品9337,品类2
160644,商品9338,品类12
160646,商品9339,品类12
160684,商品9340,品类8
160718,商品9341,品类766
160730,商品9342,品类96
160836,商品9343,品类96
160848,商品9344,品类766
160872,商品9345,品类67
160954,商品9346,品类32
160978,商品9347,品类72
160980,商品9348,品类12
161008,商品9349,品类901
161024,商品9350,品类5
161032,商品9351,品类133
161044,商品9352,品类349
161127,商品9353,品类14
161131,商品9354,品类5
161290,商品9355,品类8
161354,商品9356,品类936
161580,商品9357,品类5
161582,商品9358,品类14
161594,商品9359,品类937
161634,商品9360,品类51
161830,商品9361,品类42
161918,商品9362,品类233
161922,商品9363,品类5
161966,商品9364,品类51
162082,商品9365,品类41
162344,商品9366,品类5
162350,商品9367,品类259
162414,商品9368,品类12
162478,商品9369,品类155
162578,商品9370,品类314
162590,商品9371,品类3
162598,商品9372,品类12
162600,商品9373,品类589
162602,商品9374,品类51
162606,商品9375,品类47
162828,商品9376,品类47
162968,商品9377,品类938
162982,商品9378,品类939
163056,商品9379,品类437
163072,商品9380,品类94
163112,商品9381,品类766
163134,商品9382,品类940
163386,商品9383,品类766
163527,商品9384,品类5
163639,商品9385,品类766
163645,商品9386,品类24
163653,商品9387,品类5
163809,商品9388,品类578
163925,商品9389,品类416
163937,商品9390,品类93
163981,商品9391,品类67
163985,商品9392,品类184
164179,商品9393,品类349
164200,商品9394,品类177
164226,商品9395,品类941
164280,商品9396,品类75
164367,商品9397,品类365
164375,商品9398,品类5
164540,商品9399,品类37
164647,商品9400,品类3
164655,商品9401,品类37
164707,商品9402,品类212
164753,商品9403,品类161
164881,商品9404,品类149
164909,商品9405,品类4
164917,商品9406,品类37
165075,商品9407,品类12
165101,商品9408,品类28
165103,商品9409,品类5
165139,商品9410,品类5
165343,商品9411,品类424
165347,商品9412,品类322
165483,商品9413,品类5
165489,商品9414,品类901
165529,商品9415,品类12
165549,商品9416,品类12
165551,商品9417,品类12
165635,商品9418,品类51
165639,商品9419,品类172
165645,商品9420,品类5
165671,商品9421,品类37
165843,商品9422,品类37
165947,商品9423,品类107
165959,商品9424,品类786
165969,商品9425,品类37
166015,商品9426,品类36
166024,商品9427,品类901
166183,商品9428,品类11
166203,商品9429,品类598
166291,商品9430,品类525
166461,商品9431,品类1
166492,商品9432,品类5
166526,商品9433,品类264
166528,商品9434,品类437
166534,商品9435,品类42
166558,商品9436,品类267
166568,商品9437,品类51
166635,商品9438,品类425
166643,商品9439,品类12
166705,商品9440,品类12
166946,商品9441,品类12
167018,商品9442,品类5
167036,商品9443,品类177
167064,商品9444,品类37
167296,商品9445,品类12
167370,商品9446,品类76
167380,商品9447,品类36
167538,商品9448,品类67
167570,商品9449,品类901
167634,商品9450,品类5
167706,商品9451,品类37
167732,商品9452,品类36
167746,商品9453,品类869
167772,商品9454,品类416
167790,商品9455,品类212
167854,商品9456,品类5
168026,商品9457,品类437
168090,商品9458,品类600
168144,商品9459,品类5
168174,商品9460,品类5
168218,商品9461,品类600
168248,商品9462,品类6
168250,商品9463,品类67
168252,商品9464,品类149
168254,商品9465,品类26
168266,商品9466,品类14
168326,商品9467,品类3
168350,商品9468,品类12
168358,商品9469,品类184
168366,商品9470,品类436
168418,商品9471,品类177
168456,商品9472,品类40
168492,商品9473,品类15
168608,商品9474,品类12
168612,商品9475,品类132
168632,商品9476,品类5
168712,商品9477,品类15
168846,商品9478,品类5
169034,商品9479,品类901
169180,商品9480,品类51
169670,商品9481,品类67
169904,商品9482,品类349
169912,商品9483,品类5
169958,商品9484,品类49
169982,商品9485,品类76
169984,商品9486,品类220
169992,商品9487,品类25
170289,商品9488,品类158
170297,商品9489,品类465
170355,商品9490,品类50
170357,商品9491,品类5
170399,商品9492,品类122
170401,商品9493,品类36
170411,商品9494,品类5
170551,商品9495,品类5
170597,商品9496,品类766
170697,商品9497,品类12
170705,商品9498,品类46
170777,商品9499,品类177
170813,商品9500,品类107
170817,商品9501,品类107
170827,商品9502,品类942
170837,商品9503,品类83
170875,商品9504,品类38
170897,商品9505,品类5
170907,商品9506,品类37
170937,商品9507,品类5
170939,商品9508,品类486
170945,商品9509,品类262
170957,商品9510,品类173
170993,商品9511,品类62
171011,商品9512,品类37
171023,商品9513,品类12
171251,商品9514,品类37
171495,商品9515,品类901
171631,商品9516,品类901
171695,商品9517,品类5
171701,商品9518,品类12
171749,商品9519,品类901
171751,商品9520,品类5
171759,商品9521,品类561
171763,商品9522,品类6
171765,商品9523,品类291
171811,商品9524,品类943
171867,商品9525,品类36
171891,商品9526,品类901
171917,商品9527,品类104
172013,商品9528,品类12
172215,商品9529,品类5
172229,商品9530,品类944
172233,商品9531,品类15
172253,商品9532,品类5
172321,商品9533,品类5
172461,商品9534,品类37
172497,商品9535,品类901
172547,商品9536,品类338
172577,商品9537,品类791
172583,商品9538,品类766
172585,商品9539,品类11
172587,商品9540,品类766
172589,商品9541,品类766
172591,商品9542,品类901
172637,商品9543,品类584
172705,商品9544,品类37
172793,商品9545,品类314
172825,商品9546,品类11
172875,商品9547,品类176
172881,商品9548,品类465
172887,商品9549,品类176
172909,商品9550,品类766
173145,商品9551,品类291
173197,商品9552,品类12
173205,商品9553,品类5
173209,商品9554,品类165
173235,商品9555,品类37
173253,商品9556,品类5
173255,商品9557,品类5
173291,商品9558,品类76
173307,商品9559,品类158
173317,商品9560,品类37
173351,商品9561,品类791
173355,商品9562,品类766
173535,商品9563,品类901
173619,商品9564,品类33
173751,商品9565,品类51
173873,商品9566,品类2
173925,商品9567,品类184
173941,商品9568,品类51
173963,商品9569,品类5
174045,商品9570,品类5
174053,商品9571,品类638
174055,商品9572,品类557
174141,商品9573,品类466
174403,商品9574,品类901
174479,商品9575,品类93
174551,商品9576,品类5
174681,商品9577,品类5
174727,商品9578,品类14
174737,商品9579,品类5
174815,商品9580,品类5
174909,商品9581,品类5
175197,商品9582,品类945
175199,商品9583,品类67
175293,商品9584,品类94
175303,商品9585,品类67
175387,商品9586,品类11
175397,商品9587,品类394
175401,商品9588,品类766
175431,商品9589,品类416
175435,商品9590,品类474
175475,商品9591,品类177
175485,商品9592,品类93
175569,商品9593,品类334
175577,商品9594,品类5
175585,商品9595,品类38
175661,商品9596,品类107
175693,商品9597,品类33
175705,商品9598,品类10
175707,商品9599,品类37
175743,商品9600,品类5
175781,商品9601,品类5
176051,商品9602,品类766
176101,商品9603,品类281
176329,商品9604,品类5
176371,商品9605,品类349
176389,商品9606,品类338
176413,商品9607,品类12
176415,商品9608,品类36
176419,商品9609,品类110
176423,商品9610,品类37
176579,商品9611,品类42
176601,商品9612,品类901
176621,商品9613,品类81
176751,商品9614,品类137
176805,商品9615,品类36
176935,商品9616,品类8
177185,商品9617,品类5
177285,商品9618,品类504
177593,商品9619,品类14
177615,商品9620,品类5
177763,商品9621,品类57
177765,商品9622,品类11
177939,商品9623,品类893
178061,商品9624,品类12
178111,商品9625,品类766
178129,商品9626,品类37
178323,商品9627,品类37
178613,商品9628,品类5
178615,商品9629,品类4
178827,商品9630,品类338
179053,商品9631,品类184
179073,商品9632,品类5
179119,商品9633,品类5
179133,商品9634,品类946
179135,商品9635,品类37
179211,商品9636,品类5
179401,商品9637,品类279
179427,商品9638,品类5
179491,商品9639,品类267
179511,商品9640,品类348
179709,商品9641,品类12
179749,商品9642,品类10
179813,商品9643,品类12
179815,商品9644,品类32
179817,商品9645,品类24
179819,商品9646,品类437
179953,商品9647,品类5
180031,商品9648,品类341
180045,商品9649,品类12
180095,商品9650,品类12
180231,商品9651,品类36
180263,商品9652,品类42
180265,商品9653,品类37
180297,商品9654,品类36
180497,商品9655,品类32
180777,商品9656,品类37
180985,商品9657,品类12
180987,商品9658,品类177
181065,商品9659,品类5
181139,商品9660,品类5
181315,商品9661,品类15
181413,商品9662,品类901
181659,商品9663,品类5
181719,商品9664,品类901
182293,商品9665,品类177
182297,商品9666,品类439
182299,商品9667,品类177
182639,商品9668,品类176
182715,商品9669,品类947
182727,商品9670,品类901
182731,商品9671,品类316
182749,商品9672,品类5
182793,商品9673,品类12
182823,商品9674,品类580
183011,商品9675,品类159
183197,商品9676,品类5
183199,商品9677,品类37
183227,商品9678,品类5
183295,商品9679,品类262
183301,商品9680,品类102
183317,商品9681,品类36
183611,商品9682,品类948
183635,商品9683,品类728
183897,商品9684,品类416
183911,商品9685,品类5
183959,商品9686,品类5
184015,商品9687,品类5
184053,商品9688,品类149
184245,商品9689,品类37
184253,商品9690,品类346
184257,商品9691,品类533
184349,商品9692,品类4
184471,商品9693,品类26
184641,商品9694,品类26
184721,商品9695,品类32
184791,商品9696,品类5
184931,商品9697,品类38
